row_id,fold
1228,0
1229,3
1230,1
1231,2
1232,0
1233,1
1234,3
1235,4
1236,3
1237,4
1238,3
1239,3
1240,4
1241,4
1242,4
1243,0
1244,4
1245,3
1246,4
1247,4
1248,0
1249,4
1250,4
1251,3
1252,0
1253,0
1254,0
1255,2
1256,3
1257,2
1258,4
1259,3
1260,0
1261,0
1262,2
1263,1
1264,3
1265,0
1266,2
1267,2
1268,3
1269,0
1270,1
1271,3
1272,1
1273,3
1274,2
1275,0
1276,2
1277,1
1278,0
1279,0
1280,1
1281,1
1282,0
1283,4
1284,2
1285,4
1286,4
1287,2
1288,0
1289,4
1290,0
1291,2
1292,0
1293,0
1294,0
1295,3
1296,1
1297,1
1298,0
1299,0
1300,2
1301,1
1302,3
1303,2
1304,4
1305,2
1306,1
1307,3
1308,4
1309,3
1310,4
1311,4
1312,0
1313,4
1314,4
1315,0
1316,3
1317,4
1318,3
1319,4
1320,3
1321,3
1322,3
1323,3
1324,1
1325,4
1326,2
1327,0
1328,4
1329,0
1330,4
1331,2
1332,0
1333,2
1334,0
1335,0
1336,4
1337,3
1338,3
1339,1
1340,4
1341,1
1342,1
1343,1
1344,2
1345,1
1346,3
1347,2
1348,0
1349,1
1350,4
1351,0
1352,0
1353,4
1354,1
1355,1
1356,4
1357,2
1358,1
1359,3
1360,4
1361,2
1362,3
1363,0
1364,0
1365,0
1366,4
1367,2
1368,1
1369,3
1370,4
1371,1
1372,0
1373,0
1374,0
1375,1
1376,2
1377,2
1378,1
1379,4
1380,3
1381,1
1382,0
1383,4
1384,3
1385,3
1386,2
1387,0
1388,3
1389,3
1390,2
1391,2
1392,3
1393,1
1394,4
1395,3
1396,2
1397,2
1398,1
1399,1
1400,0
1401,0
1402,3
1403,0
1404,1
1405,4
1406,1
1407,3
1408,3
1409,4
1410,2
1411,0
1412,2
1413,3
1414,4
1415,0
1416,4
1417,0
1418,2
1419,0
1420,3
1421,0
1422,3
1423,4
1424,2
1425,4
1426,3
1427,4
1428,3
1429,2
1430,4
1431,2
1432,0
1433,1
1434,4
1435,0
1436,4
1437,1
1438,1
1439,0
1440,2
1441,2
1442,2
1443,0
1444,4
1445,1
1446,2
1447,0
1448,1
1449,1
1450,1
1451,2
1452,0
1453,0
1454,3
1455,1
1456,1
1457,4
1458,0
1459,0
1460,2
1461,0
1462,0
1463,3
1464,0
1465,0
1466,1
1467,0
1468,1
1469,2
1470,3
1471,1
1472,4
1473,0
1474,2
1475,3
1476,3
1477,3
1478,1
1479,4
1480,0
1481,0
1482,4
1483,2
1484,1
1485,0
1486,4
1487,0
1488,4
1489,2
1490,4
1491,2
1492,0
1493,3
1494,3
1495,4
1496,3
1497,4
1498,4
1499,0
1500,1
1501,1
1502,1
1503,0
1504,2
1505,2
1506,3
1507,2
1508,0
1509,2
1510,3
1511,4
1512,4
1513,4
1514,1
1515,2
1516,2
1517,0
1518,1
1519,4
1520,0
1521,0
1522,4
1523,2
1524,1
1525,2
1526,4
1527,1
1528,1
1529,3
1530,0
1531,0
1532,1
1533,3
1534,4
1535,3
1536,2
1537,0
1538,0
1539,1
1540,0
1541,4
1542,3
1543,3
1544,1
1545,1
1546,4
1547,4
1548,3
1549,2
1550,0
1551,4
1552,4
1553,1
1554,4
1555,4
1556,3
1557,4
1558,0
1559,0
1560,0
1561,2
1562,1
1563,3
1564,3
1565,3
1566,0
1567,3
1568,2
1569,3
1570,0
1571,1
1572,2
1573,2
1574,4
1575,3
1576,3
1577,1
1578,1
1579,4
1580,1
1581,2
1582,3
1583,1
1584,4
1585,4
1586,3
1587,3
1588,4
1589,1
1590,3
1591,1
1592,3
1593,0
1594,3
1595,4
1596,2
1597,1
1598,0
1599,0
1600,3
1601,0
1602,2
1603,2
1604,0
1605,2
1606,0
1607,4
1608,1
1609,3
1610,3
1611,0
1612,1
1613,3
1614,0
1615,1
1616,4
1617,2
1618,1
1619,3
1620,3
1621,4
1622,4
1623,4
1624,2
1625,1
1626,0
1627,0
1628,0
1629,3
1630,0
1631,3
1632,4
1633,2
1634,2
1635,1
1636,4
1637,0
1638,2
1639,2
1640,0
1641,4
1642,4
1643,1
1644,2
1645,2
1646,0
1647,2
1648,4
1649,1
1650,0
1651,4
1652,2
1653,0
1654,3
1655,1
1656,0
1657,3
1658,2
1659,4
1660,2
1661,1
1662,3
1663,1
1664,2
1665,0
1666,1
1667,1
1668,4
1669,1
1670,4
1671,3
1672,0
1673,2
1674,0
1675,0
1676,1
1677,3
1678,0
1679,2
1680,2
1681,2
1682,4
1683,0
1684,4
1685,0
1686,0
1687,3
1688,4
1689,0
1690,4
1691,4
1692,1
1693,2
1694,0
1695,0
1696,0
1697,2
1698,1
1699,3
1700,0
1701,2
1702,4
1703,4
1704,1
1705,1
1706,2
1707,2
1708,1
1709,4
1710,1
1711,2
1712,3
1713,1
1714,3
1715,2
1716,4
1717,2
1718,3
1719,1
1720,0
1721,3
1722,1
1723,3
1724,4
1725,1
1726,1
1727,2
1728,1
1729,4
1730,4
1731,3
1732,0
1733,4
1734,1
1735,3
1736,4
1737,4
1738,2
1739,3
1740,1
1741,0
1742,2
1743,0
1744,4
1745,4
1746,3
1747,0
1748,3
1749,0
1750,2
1751,2
1752,4
1753,1
1754,0
1755,1
1756,4
1757,0
1758,4
1759,4
1760,2
1761,4
1762,2
1763,3
1764,3
1765,4
1766,0
1767,1
1768,0
1769,4
1770,1
1771,3
1772,4
1773,1
1774,4
1775,2
1776,1
1777,0
1778,4
1779,1
1780,0
1781,1
1782,3
1783,0
1784,1
1785,1
1786,2
1787,1
1788,0
1789,0
1790,4
1791,0
1792,4
1793,1
1794,0
1795,2
1796,1
1797,1
1798,3
1799,1
1800,1
1801,3
1802,3
1803,0
1804,2
1805,1
1806,4
1807,1
1808,2
1809,0
1810,0
1811,1
1812,0
1813,2
1814,3
1815,2
1816,3
1817,3
1818,1
1819,3
1820,3
1821,2
1822,2
1823,3
1824,2
1825,3
1826,3
1827,4
1828,3
1829,1
1830,4
1831,2
1832,1
1833,3
1834,3
1835,0
1836,3
1837,2
1838,4
1839,2
1840,1
1841,4
1842,0
1843,1
1844,2
1845,4
1846,3
1847,3
1848,3
1849,3
1850,2
1851,3
1852,1
1853,2
1854,3
1855,1
1856,3
1857,2
1858,3
1859,3
1860,4
1861,2
1862,0
1863,3
1864,0
1865,2
1866,2
1867,4
1868,1
1869,2
1870,0
1871,1
1872,2
1873,0
1874,3
1875,3
1876,3
1877,0
1878,1
1879,1
1880,2
1881,3
1882,4
1883,2
1884,3
1885,1
1886,3
1887,2
1888,1
1889,1
1890,1
1891,3
1892,2
1893,2
1894,0
1895,3
1896,2
1897,4
1898,3
1899,2
1900,4
1901,0
1902,4
1903,3
1904,1
1905,1
1906,1
1907,2
1908,0
1909,0
1910,1
1911,2
1912,4
1913,4
1914,1
1915,3
1916,0
1917,4
1918,2
1919,0
1920,3
1921,0
1922,3
1923,2
1924,2
1925,2
1926,1
1927,2
1928,4
1929,4
1930,0
1931,3
1932,2
1933,0
1934,0
1935,0
1936,0
1937,1
1938,0
1939,0
1940,1
1941,2
1942,2
1943,4
1944,2
1945,0
1946,4
1947,3
1948,1
1949,0
1950,0
1951,0
1952,2
1953,3
1954,3
1955,0
1956,4
1957,2
1958,1
1959,4
1960,0
1961,0
1962,2
1963,4
1964,3
1965,3
1966,4
1967,2
1968,0
1969,0
1970,4
1971,0
1972,4
1973,0
1974,2
1975,2
1976,4
1977,2
1978,4
1979,0
1980,2
1981,4
1982,2
1983,4
1984,2
1985,4
1986,4
1987,4
1988,0
1989,3
1990,4
1991,3
1992,1
1993,3
1994,2
1995,2
1996,4
1997,0
1998,3
1999,1
2000,4
2001,1
2002,4
2003,1
2004,4
2005,3
2006,1
2007,1
2008,3
2009,0
2010,3
2011,4
2012,1
2013,1
2014,4
2015,0
2016,2
2017,4
2018,4
2019,1
2020,3
2021,4
2022,4
2023,3
2024,1
2025,3
2026,3
2027,1
2028,0
2029,3
2030,1
2031,0
2032,0
2033,2
2034,2
2035,1
2036,0
2037,3
2038,2
2039,1
2040,3
2041,1
2042,0
2043,1
2044,3
2045,0
2046,3
2047,4
2048,0
2049,3
2050,2
2051,0
2052,1
2053,3
2054,1
2055,0
2056,0
2057,2
2058,1
2059,4
2060,4
2061,1
2062,0
2063,1
2064,1
2065,1
2066,1
2067,2
2068,3
2069,2
2070,4
2071,3
2072,3
2073,0
2074,0
2075,2
2076,2
2077,1
2078,2
2079,1
2080,2
2081,1
2082,2
2083,2
2084,2
2085,2
2086,4
2087,0
2088,1
2089,3
2090,3
2091,4
2092,3
2093,4
2094,3
2095,2
2096,4
2097,3
2098,0
2099,3
2100,1
2101,4
2102,1
2103,0
2104,1
2105,3
2106,4
2107,0
2108,2
2109,2
2110,3
2111,1
2112,0
2113,3
2114,3
2115,2
2116,3
2117,3
2118,3
2119,1
2120,4
2121,3
2122,3
2123,2
2124,3
2125,1
2126,4
2127,4
2128,2
2129,0
2130,3
2131,0
2132,4
2133,2
2134,0
2135,3
2136,1
2137,0
2138,0
2139,4
2140,0
2141,1
2142,1
2143,2
2144,3
2145,4
2146,4
2147,1
2148,3
2149,4
2150,1
2151,4
2152,0
2153,3
2154,2
2155,4
2156,1
2157,0
2158,2
2159,3
2160,0
2161,1
2162,2
2163,3
2164,2
2165,2
2166,1
2167,4
2168,2
2169,1
2170,0
2171,0
2172,1
2173,1
2174,4
2175,1
2176,1
2177,4
2178,2
2179,3
2180,1
2181,4
2182,4
2183,1
2184,3
2185,2
2186,3
2187,0
2188,4
2189,4
2190,4
2191,2
2192,4
2193,4
2194,2
2195,4
2196,2
2197,3
2198,1
2199,0
2200,0
2201,4
2202,2
2203,0
2204,1
2205,2
2206,2
2207,2
2208,1
2209,4
2210,0
2211,0
2212,2
2213,0
2214,2
2215,0
2216,2
2217,1
2218,2
2219,2
2220,4
2221,4
2222,4
2223,4
2224,2
2225,2
2226,0
2227,2
2228,0
2229,4
2230,3
2231,3
2232,4
2233,2
2234,2
2235,0
2236,4
2237,0
2238,3
2239,4
2240,1
2241,4
2242,0
2243,2
2244,0
2245,4
2246,4
2247,0
2248,3
2249,1
2250,0
2251,2
2252,2
2253,0
2254,0
2255,4
2256,0
2257,3
2258,0
2259,3
2260,2
2261,0
2262,2
2263,3
2264,4
2265,2
2266,2
2267,0
2268,4
2269,0
2270,2
2271,1
2272,1
2273,2
2274,3
2275,3
2276,2
2277,0
2278,0
2279,4
2280,1
2281,4
2282,4
2283,2
2284,0
2285,2
2286,2
2287,3
2288,1
2289,2
2290,2
2291,2
2292,0
2293,3
2294,2
2295,0
2296,1
2297,1
2298,0
2299,1
2300,1
2301,4
2302,3
2303,3
2304,4
2305,1
2306,2
2307,0
2308,4
2309,0
2310,4
2311,3
2312,0
2313,2
2314,0
2315,3
2316,2
2317,3
2318,1
2319,0
2320,2
2321,4
2322,3
2323,2
2324,0
2325,2
2326,3
2327,1
2328,2
2329,0
2330,1
2331,1
2332,2
2333,0
2334,4
2335,0
2336,1
2337,2
2338,1
2339,2
2340,4
2341,0
2342,4
2343,1
2344,2
2345,2
2346,1
2347,4
2348,2
2349,0
2350,3
2351,4
2352,1
2353,1
2354,2
2355,4
2356,0
2357,1
2358,0
2359,1
2360,2
2361,0
2362,0
2363,1
2364,4
2365,2
2366,4
2367,4
2368,2
2369,2
2370,3
2371,1
2372,1
2373,4
2374,3
2375,0
2376,0
2377,1
2378,0
2379,3
2380,0
2381,3
2382,1
2383,4
2384,0
2385,4
2386,3
2387,1
2388,4
2389,3
2390,4
2391,1
2392,0
2393,1
2394,0
2395,1
2396,4
2397,2
2398,4
2399,4
2400,3
2401,3
2402,4
2403,0
2404,1
2405,2
2406,0
2407,2
2408,3
2409,3
2410,3
2411,3
2412,2
2413,2
2414,1
2415,4
2416,2
2417,2
2418,2
2419,0
2420,1
2421,0
2422,4
2423,0
2424,0
2425,1
2426,2
2427,3
2428,4
2429,2
2430,2
2431,3
2432,2
2433,2
2434,0
2435,3
2436,4
2437,1
2438,1
2439,1
2440,0
2441,3
2442,0
2443,1
2444,3
2445,1
2446,3
2447,4
2448,4
2449,4
2450,3
2451,4
2452,1
2453,2
2454,4
2455,3
2456,0
2457,0
2458,2
2459,2
2460,0
2461,1
2462,0
2463,3
2464,3
2465,1
2466,4
2467,0
2468,4
2469,1
2470,2
2471,3
2472,0
2473,4
2474,4
2475,1
2476,4
2477,0
2478,1
2479,3
2480,4
2481,1
2482,1
2483,4
2484,3
2485,2
2486,0
2487,1
2488,1
2489,2
2490,0
2491,0
2492,0
2493,2
2494,4
2495,2
2496,4
2497,1
2498,1
2499,1
2500,4
2501,1
2502,0
2503,0
2504,0
2505,1
2506,3
2507,1
2508,3
2509,2
2510,2
2511,0
2512,0
2513,2
2514,0
2515,1
2516,1
2517,2
2518,3
2519,2
2520,3
2521,1
2522,3
2523,0
2524,1
2525,3
2526,3
2527,2
2528,2
2529,4
2530,1
2531,3
2532,0
2533,2
2534,3
2535,2
2536,2
2537,0
2538,2
2539,0
2540,1
2541,0
2542,4
2543,2
2544,3
2545,0
2546,4
2547,1
2548,0
2549,2
2550,0
2551,4
2552,2
2553,4
2554,0
2555,2
2556,3
2557,1
2558,3
2559,2
2560,0
2561,3
2562,1
2563,3
2564,1
2565,3
2566,4
2567,2
2568,1
2569,4
2570,4
2571,1
2572,2
2573,4
2574,3
2575,3
2576,4
2577,4
2578,3
2579,4
2580,4
2581,2
2582,4
2583,0
2584,1
2585,0
2586,3
2587,3
2588,4
2589,2
2590,0
2591,1
2592,1
2593,2
2594,0
2595,0
2596,4
2597,1
2598,1
2599,0
2600,2
2601,4
2602,2
2603,4
2604,4
2605,2
2606,0
2607,1
2608,4
2609,2
2610,4
2611,4
2612,3
2613,2
2614,3
2615,3
2616,3
2617,2
2618,0
2619,4
2620,3
2621,2
2622,2
2623,2
2624,3
2625,1
2626,0
2627,2
2628,4
2629,4
2630,4
2631,4
2632,4
2633,0
2634,4
2635,0
2636,1
2637,2
2638,3
2639,4
2640,3
2641,1
2642,3
2643,4
2644,0
2645,0
2646,3
2647,1
2648,2
2649,2
2650,0
2651,1
2652,1
2653,1
2654,1
2655,0
2656,0
2657,2
2658,3
2659,3
2660,0
2661,0
2662,4
2663,0
2664,3
2665,3
2666,0
2667,0
2668,1
2669,2
2670,1
2671,4
2672,4
2673,1
2674,2
2675,2
2676,4
2677,2
2678,4
2679,4
2680,4
2681,3
2682,1
2683,3
2684,0
2685,1
2686,3
2687,3
2688,0
2689,2
2690,4
2691,4
2692,1
2693,2
2694,3
2695,2
2696,2
2697,4
2698,2
2699,1
2700,2
2701,0
2702,0
2703,2
2704,0
2705,1
2706,2
2707,4
2708,4
2709,1
2710,1
2711,3
2712,1
2713,2
2714,4
2715,0
2716,1
2717,2
2718,0
2719,2
2720,1
2721,0
2722,0
2723,0
2724,1
2725,2
2726,2
2727,4
2728,0
2729,1
2730,3
2731,4
2732,3
2733,3
2734,3
2735,3
2736,2
2737,1
2738,4
2739,4
2740,4
2741,0
2742,1
2743,1
2744,1
2745,4
2746,4
2747,0
2748,4
2749,0
2750,1
2751,3
2752,0
2753,3
2754,2
2755,0
2756,4
2757,0
2758,2
2759,2
2760,3
2761,4
2762,3
2763,3
2764,0
2765,3
2766,3
2767,3
2768,1
2769,3
2770,1
2771,3
2772,1
2773,4
2774,4
2775,1
2776,2
2777,4
2778,4
2779,3
2780,1
2781,1
2782,4
2783,4
2784,0
2785,4
2786,2
2787,0
2788,1
2789,1
2790,2
2791,3
2792,4
2793,0
2794,3
2795,0
2796,0
2797,2
2798,2
2799,4
2800,3
2801,0
2802,3
2803,2
2804,0
2805,2
2806,3
2807,0
2808,2
2809,1
2810,1
2811,0
2812,3
2813,3
2814,4
2815,0
2816,2
2817,0
2818,2
2819,3
2820,4
2821,2
2822,1
2823,2
2824,1
2825,2
2826,3
2827,3
2828,2
2829,1
2830,2
2831,1
2832,3
2833,4
2834,3
2835,1
2836,0
2837,0
2838,3
2839,0
2840,4
2841,0
2842,0
2843,4
2844,0
2845,4
2846,4
2847,0
2848,2
2849,3
2850,0
2851,3
2852,2
2853,1
2854,0
2855,3
2856,2
2857,2
2858,2
2859,4
2860,3
2861,2
2862,3
2863,2
2864,3
2865,2
2866,1
2867,1
2868,3
2869,3
2870,1
2871,0
2872,3
2873,0
2874,0
2875,2
2876,4
2877,2
2878,3
2879,0
2880,2
2881,0
2882,2
2883,1
2884,2
2885,3
2886,4
2887,1
2888,0
2889,2
2890,0
2891,2
2892,2
2893,4
2894,1
2895,1
2896,4
2897,0
2898,1
2899,4
2900,1
2901,0
2902,0
2903,0
2904,2
2905,4
2906,0
2907,1
2908,0
2909,1
2910,1
2911,1
2912,0
2913,1
2914,3
2915,2
2916,3
2917,1
2918,1
2919,1
2920,3
2921,4
2922,2
2923,1
2924,1
2925,2
2926,3
2927,3
2928,3
2929,1
2930,3
2931,0
2932,3
2933,2
2934,2
2935,3
2936,4
2937,3
2938,3
2939,3
2940,1
2941,3
2942,2
2943,0
2944,1
2945,2
2946,1
2947,3
2948,0
2949,4
2950,4
2951,3
2952,1
2953,2
2954,2
2955,1
2956,0
2957,3
2958,4
2959,4
2960,1
2961,3
2962,0
2963,1
2964,1
2965,3
2966,2
2967,0
2968,2
2969,1
2970,4
2971,2
2972,2
2973,3
2974,1
2975,3
2976,4
2977,3
2978,2
2979,3
2980,0
2981,1
2982,0
2983,2
2984,0
2985,2
2986,3
2987,0
2988,1
2989,2
2990,4
2991,0
2992,0
2993,1
2994,0
2995,0
2996,0
